Search_ID,File_Name,Segment_Index,Case_Name_Hint,Citation_Hint,Year_Hint,Char_Count
westlaw_100_full_text_items_for_appendectomy10_0076,Westlaw - 100 full text items for appendectomy10.rtf,76,"Suzanne DEMITOR, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2020 WL 8256374,2026,61987
westlaw_100_full_text_items_for_appendectomy10_0077,Westlaw - 100 full text items for appendectomy10.rtf,77,"R.C. CRUM, Plaintiff
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 247984,2026,43711
westlaw_100_full_text_items_for_appendectomy10_0078,Westlaw - 100 full text items for appendectomy10.rtf,78,"Judgment Reversed by C.I.R. v. Bilder, U.S., April 30, 1962",289 F.2d 291,2026,66842
westlaw_100_full_text_items_for_appendectomy10_0079,Westlaw - 100 full text items for appendectomy10.rtf,79,"Myra M. PALMER, Plaintiff
v.
Jo Anne B. BARNHART, Commissioner of Social Security, Defendant",2005 WL 1712463,2026,40552
westlaw_100_full_text_items_for_appendectomy10_0080,Westlaw - 100 full text items for appendectomy10.rtf,80,"Distinguished by Kevin C. v. Foundations Behavioral Health, E.D.Pa., December 7, 2023",856 F.3d 824,2026,69008
westlaw_100_full_text_items_for_appendectomy10_0081,Westlaw - 100 full text items for appendectomy10.rtf,81,"Francisco R. GARCIA, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security Administration, Defendant.",2012 WL 4754919,2026,39471
westlaw_100_full_text_items_for_appendectomy10_0082,Westlaw - 100 full text items for appendectomy10.rtf,82,"Sandra C.K. VAN ORNUM, Plaintiff,
v.
AMERICAN MEDICAL ASSOCIATION, et al., Defendants.",2017 WL 9481071,2026,62007
westlaw_100_full_text_items_for_appendectomy10_0083,Westlaw - 100 full text items for appendectomy10.rtf,83,"Donald HAYWOOD, Plaintiff,
v.
Anthony WILLS, Steven Bowman, Rena Engelage,1 and Michael Moldenhauer,2 Defendants.",2023 WL 3791688,2026,39210
westlaw_100_full_text_items_for_appendectomy10_0084,Westlaw - 100 full text items for appendectomy10.rtf,84,"Roger FISHER, Plaintiff,
v.
Joanne B. BARNHART, Commissioner, Social Security Administration, Defendant.",2004 WL 228965,2026,40476
westlaw_100_full_text_items_for_appendectomy10_0085,Westlaw - 100 full text items for appendectomy10.rtf,85,"David Scott GAYLOR, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2013 WL 6780776,2026,44286
westlaw_100_full_text_items_for_appendectomy10_0086,Westlaw - 100 full text items for appendectomy10.rtf,86,"Vickie ODEN, Plaintiff,
v.
Carolyn W. COLVIN, Commissioner of the Social Security Administration, Defendant.",2017 WL 914602,2026,32865
westlaw_100_full_text_items_for_appendectomy10_0087,Westlaw - 100 full text items for appendectomy10.rtf,87,"Brian A. BAKER, Plaintiff
v.
Michael J. ASTRUE, Commissioner of Social Security Administration, Defendant.",2011 WL 2356986,2026,28335
westlaw_100_full_text_items_for_appendectomy10_0088,Westlaw - 100 full text items for appendectomy10.rtf,88,"FEDERAL TRADE COMMISSION and State of Illinois, Plaintiffs–Appellants,
v.
ADVOCATE HEALTH CARE NETWORK, et al., Defendants–Appellees.",841 F.3d 460,2026,58511
westlaw_100_full_text_items_for_appendectomy10_0089,Westlaw - 100 full text items for appendectomy10.rtf,89,"Norman BURKE, Plaintiff,
v.
ARAMARK CORRECTIONAL SERVICES, et al., Defendants.",2025 WL 814849,2026,48647
westlaw_100_full_text_items_for_appendectomy10_0090,Westlaw - 100 full text items for appendectomy10.rtf,90,"Jeffrey Brian SCHMITT, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant,",2021 WL 5236349,2026,59974
westlaw_100_full_text_items_for_appendectomy10_0091,Westlaw - 100 full text items for appendectomy10.rtf,91,"Reversed by Smith v. Christus Saint Michaels Health System, 5th Cir.(Tex.), November 13, 2012",2011 WL 13217844,2026,66829
westlaw_100_full_text_items_for_appendectomy10_0092,Westlaw - 100 full text items for appendectomy10.rtf,92,"John E. HEDRICK, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of the Social Security Administration, Defendant.",2015 WL 5003658,2026,62667
westlaw_100_full_text_items_for_appendectomy10_0093,Westlaw - 100 full text items for appendectomy10.rtf,93,"ALLA Z., Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2018 WL 4704060,2026,54578
westlaw_100_full_text_items_for_appendectomy10_0094,Westlaw - 100 full text items for appendectomy10.rtf,94,"Franklin WOODS, Plaintiff,
v.
ARAMARK CORRECTIONAL SERVICES, et al., Defendants.",2025 WL 814839,2026,48648
westlaw_100_full_text_items_for_appendectomy10_0095,Westlaw - 100 full text items for appendectomy10.rtf,95,"James E. BRADLEY, Jr., on behalf of JAMES E. BRADLEY, III,1 Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2021 WL 3928433,2026,55425
westlaw_100_full_text_items_for_appendectomy10_0096,Westlaw - 100 full text items for appendectomy10.rtf,96,"Declined to Follow by M. Berenson Co., Inc. v. Faneuil Hall Marketplace, Inc., D.Mass., June 1, 1987",618 F.Supp. 735,2026,78380
westlaw_100_full_text_items_for_appendectomy10_0097,Westlaw - 100 full text items for appendectomy10.rtf,97,"Joseph A. TRENTON, Plaintiff,
v.
Karen BARCKLAY, et al., Defendants.",2008 WL 2668766,2026,38477
westlaw_100_full_text_items_for_appendectomy10_0098,Westlaw - 100 full text items for appendectomy10.rtf,98,"Tina DOBYNE, Special Administrator of the estate of Timothy Dobine, Plaintiff,
v.
UNITED STATES of America, Defendant.",2024 WL 126937,2026,34122
westlaw_100_full_text_items_for_appendectomy10_0099,Westlaw - 100 full text items for appendectomy10.rtf,99,"Paul V. WILLIAMS, Jr., Plaintiff,
v.
Kilolo KIJAKAZI, Defendant.",2023 WL 5939884,2026,58042
westlaw_100_full_text_items_for_appendectomy11_0000,Westlaw - 100 full text items for appendectomy11.rtf,0,"Michael J. ALVAREZ, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 3853035,2010,42656
westlaw_100_full_text_items_for_appendectomy11_0001,Westlaw - 100 full text items for appendectomy11.rtf,1,"Ruth Fay GRASS, Plaintiff,
v.
Nancy A. BERRYHILL,1 Acting Commissioner of Social Security, Defendant.",2019 WL 1450595,2026,43589
westlaw_100_full_text_items_for_appendectomy11_0002,Westlaw - 100 full text items for appendectomy11.rtf,2,"Suzanne M. STROM, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2014 WL 3767860,2026,50849
westlaw_100_full_text_items_for_appendectomy11_0003,Westlaw - 100 full text items for appendectomy11.rtf,3,"Joseph VERHEST, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 11626984,2026,47282
westlaw_100_full_text_items_for_appendectomy11_0004,Westlaw - 100 full text items for appendectomy11.rtf,4,"Tamela ROADES, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",861 F.Supp.2d 983,2026,47502
westlaw_100_full_text_items_for_appendectomy11_0005,Westlaw - 100 full text items for appendectomy11.rtf,5,"DAVID S., Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2023 WL 8891451,2026,62149
westlaw_100_full_text_items_for_appendectomy11_0006,Westlaw - 100 full text items for appendectomy11.rtf,6,"Michael Preston ESTES, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security Administration, Defendant.",2017 WL 2484925,2026,52546
westlaw_100_full_text_items_for_appendectomy11_0007,Westlaw - 100 full text items for appendectomy11.rtf,7,"Theresa ROBINSON, an individual, Plaintiff,
v.
MICHAEL ASTRUE Commissioner of Social Security, Defendant.",2011 WL 1261187,2026,45986
westlaw_100_full_text_items_for_appendectomy11_0008,Westlaw - 100 full text items for appendectomy11.rtf,8,"MELODY J. D., Plaintiff,
v.
Nancy A. BERRYHILL, Deputy Commissioner of Operations, Social Security Administration, Defendant.",2019 WL 339619,2026,45362
westlaw_100_full_text_items_for_appendectomy11_0009,Westlaw - 100 full text items for appendectomy11.rtf,9,"Ronald SANDERS, Plaintiff,
v.
Terry O’BRIEN, Walter Dobushak, Inerio Alarion, Mr. Ahazumma, Mr. Weaver and Mr. Boyles, Defendants.",2011 WL 2972089,2026,40400
westlaw_100_full_text_items_for_appendectomy11_0010,Westlaw - 100 full text items for appendectomy11.rtf,10,"Venessa HUNTINGTON, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2014 WL 5506726,2026,51001
westlaw_100_full_text_items_for_appendectomy11_0011,Westlaw - 100 full text items for appendectomy11.rtf,11,"Declined to Extend by Pearson v. Michigan Department of Corrections, 6th Cir.(Mich.), March 26, 2026",2020 WL 4583658,2026,83060
westlaw_100_full_text_items_for_appendectomy11_0012,Westlaw - 100 full text items for appendectomy11.rtf,12,"Reversed and Remanded by Hoffman v. Screen Actors Guild-Producers Pension Plan, 9th Cir.(Cal.), April 28, 2014",2012 WL 12887076,2026,85087
westlaw_100_full_text_items_for_appendectomy11_0013,Westlaw - 100 full text items for appendectomy11.rtf,13,"Lance KING, Plaintiff,
v.
ARAMARK CORRECTIONAL SERVICES, et al., Defendants.",2025 WL 815760,2026,48792
westlaw_100_full_text_items_for_appendectomy11_0014,Westlaw - 100 full text items for appendectomy11.rtf,14,"Edward DAWKINS, Plaintiff,
v.
Lt. Larry JONES, et al., Defendants.",2005 WL 196537,2026,80182
westlaw_100_full_text_items_for_appendectomy11_0015,Westlaw - 100 full text items for appendectomy11.rtf,15,"Nina KESTNER, Plaintiff,
v.
The STANTON GROUP, INC. and, LBMC Employment Partners, LLC, Defendants.",2005 WL 6130103,2026,44450
westlaw_100_full_text_items_for_appendectomy11_0016,Westlaw - 100 full text items for appendectomy11.rtf,16,"Judgment Reversed by Morgan v. U.S., E.D.N.Y., June 30, 1991",1988 WL 138404,2026,55868
westlaw_100_full_text_items_for_appendectomy11_0017,Westlaw - 100 full text items for appendectomy11.rtf,17,,2014 WL 4854990,2026,53697
westlaw_100_full_text_items_for_appendectomy11_0018,Westlaw - 100 full text items for appendectomy11.rtf,18,"Tobie L. SEXTON, Plaintiff
v.
Andrew M. SAUL, Commissioner of Social Security, Defendant",2021 WL 99977,2026,59155
westlaw_100_full_text_items_for_appendectomy11_0019,Westlaw - 100 full text items for appendectomy11.rtf,19,"Michael David TYLER, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2014 WL 1338795,2026,42263
westlaw_100_full_text_items_for_appendectomy11_0020,Westlaw - 100 full text items for appendectomy11.rtf,20,"Distinguished by Lunney v. Brureton, S.D.N.Y., May 29, 2007",2001 WL 476070,2026,79156
westlaw_100_full_text_items_for_appendectomy11_0021,Westlaw - 100 full text items for appendectomy11.rtf,21,"Report and Recommendation Rejected by Proctor v. Colvin, S.D.W.Va., January 17, 2017",2016 WL 11269930,2026,65759
westlaw_100_full_text_items_for_appendectomy11_0022,Westlaw - 100 full text items for appendectomy11.rtf,22,"Trecia R. BARROW, Plaintiff,
v.
Larry G. MASSANARI,1Acting Commissioner of Social Security, Defendant.",2001 WL 741718,2026,50385
westlaw_100_full_text_items_for_appendectomy11_0023,Westlaw - 100 full text items for appendectomy11.rtf,23,"Denise Dawn DONAHUE, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 4118193,2026,72985
westlaw_100_full_text_items_for_appendectomy11_0024,Westlaw - 100 full text items for appendectomy11.rtf,24,"Sherry D. BAKER, Plaintiff,
v.
The PRUDENTIAL INSURANCE COMPANY OF AMERICA, Defendant.",2008 WL 11509975,2026,66802
westlaw_100_full_text_items_for_appendectomy11_0025,Westlaw - 100 full text items for appendectomy11.rtf,25,"Distinguished by French v. Daviess County, Ky., 6th Cir.(Ky.), May 5, 2010",2007 WL 3244437,2026,73688
westlaw_100_full_text_items_for_appendectomy11_0026,Westlaw - 100 full text items for appendectomy11.rtf,26,"Rebecca A. REDMAN, Plaintiff
v.
Andrew SAUL,1 Commissioner of Social Security, Defendant",2020 WL 3107896,2026,66640
westlaw_100_full_text_items_for_appendectomy11_0027,Westlaw - 100 full text items for appendectomy11.rtf,27,"Abrogation Recognized by Rivera-Herrera v. Kijakazi, E.D.Cal., November 22, 2021",2019 WL 6683134,2026,43506
westlaw_100_full_text_items_for_appendectomy11_0028,Westlaw - 100 full text items for appendectomy11.rtf,28,"Distinguished by Pharmaceutical Research and Manufacturers of America v. Stolfi, D.Or., March 19, 2024",468 F.Supp.3d 372,2026,99878
westlaw_100_full_text_items_for_appendectomy11_0029,Westlaw - 100 full text items for appendectomy11.rtf,29,"CHEMICAL BANK & TRUST CO. et al.
v.
EARLY.",67 F.Supp. 530,2026,69057
westlaw_100_full_text_items_for_appendectomy11_0030,Westlaw - 100 full text items for appendectomy11.rtf,30,"FRANK E. LIPP
v.
THE UNITED STATES",181 Ct.Cl. 355,2026,106902
westlaw_100_full_text_items_for_appendectomy11_0031,Westlaw - 100 full text items for appendectomy11.rtf,31,"Declined to Extend by (N G) v. U.S., Fed.Cl., August 20, 2010",153 Ct.Cl. 557,2026,85982
westlaw_100_full_text_items_for_appendectomy11_0032,Westlaw - 100 full text items for appendectomy11.rtf,32,"Pamela Jean EMIGH, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 545833,2026,91274
westlaw_100_full_text_items_for_appendectomy11_0033,Westlaw - 100 full text items for appendectomy11.rtf,33,"Distinguished by Lauderdale v. Brady, W.D.Ky., March 4, 2025",821 Fed.Appx. 533,2026,75746
westlaw_100_full_text_items_for_appendectomy11_0034,Westlaw - 100 full text items for appendectomy11.rtf,34,"Not Followed as Dicta Planned Parenthood of Indiana and Kentucky, Inc. v. Adams, 7th Cir.(Ind.), August 27, 2019",305 F.3d 684,2026,123818
westlaw_100_full_text_items_for_appendectomy11_0035,Westlaw - 100 full text items for appendectomy11.rtf,35,"Sandra Gail CARRIN, as the Personal Representative of the Estate of Raymond Marshall Carrin, Plaintiff,
v.
Shauna Marie SMILEDGE, Joseph Jimenez, Md, and Paul Rolston, Defendants.",2024 WL 1483613,2026,50086
westlaw_100_full_text_items_for_appendectomy11_0036,Westlaw - 100 full text items for appendectomy11.rtf,36,"Roger LAMARRE, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2019 WL 7556396,2026,48027
westlaw_100_full_text_items_for_appendectomy11_0037,Westlaw - 100 full text items for appendectomy11.rtf,37,"Gene A. VELCHEK, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2005 WL 2847451,2026,65996
westlaw_100_full_text_items_for_appendectomy11_0038,Westlaw - 100 full text items for appendectomy11.rtf,38,"Sherman BROWN, Plaintiff,
v.
Janice DeFRANK, et al., Defendants.",2006 WL 3313821,2026,114385
westlaw_100_full_text_items_for_appendectomy11_0039,Westlaw - 100 full text items for appendectomy11.rtf,39,"Robert D. ROSE, Jr., Plaintiff,
v.
Dean BORSOS, et al., Defendants.",2018 WL 3967673,2026,72743
westlaw_100_full_text_items_for_appendectomy11_0040,Westlaw - 100 full text items for appendectomy11.rtf,40,"FEDERAL TRADE COMMISSION and State of North Dakota, Plaintiffs,
v.
SANFORD HEALTH, SANFORD BISMARCK, and Mid Dakota Clinic, P.C., Defendants.",2017 WL 10810016,2026,118133
westlaw_100_full_text_items_for_appendectomy11_0041,Westlaw - 100 full text items for appendectomy11.rtf,41,"Douglas WRIGHT, Plaintiff,
v.
CORIZON HEALTH, INC., Betsy Spreeman, Dr. Keith Papendick, and Dr. Steven Bergman, Defendants.",2019 WL 2387189,2026,84589
westlaw_100_full_text_items_for_appendectomy11_0042,Westlaw - 100 full text items for appendectomy11.rtf,42,"Remanded by United States v. Gonzales, 10th Cir.(N.M.), July 26, 2021",2021 WL 847839,2026,50902
westlaw_100_full_text_items_for_appendectomy11_0043,Westlaw - 100 full text items for appendectomy11.rtf,43,"Ermelinda HERNANDEZ, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2015 WL 367143,2026,34795
westlaw_100_full_text_items_for_appendectomy11_0044,Westlaw - 100 full text items for appendectomy11.rtf,44,"Distinguished by AIX Specialty Insurance Company v. Big Limo, Inc., S.D.Ohio, July 1, 2021",694 F.Supp.2d 817,2026,113942
westlaw_100_full_text_items_for_appendectomy11_0045,Westlaw - 100 full text items for appendectomy11.rtf,45,"Jaaron M. STURGILL, II, Plaintiff,
v.
Rodney MUTRESPAW, et al., Defendants.",2024 WL 3925663,2026,82383
westlaw_100_full_text_items_for_appendectomy11_0046,Westlaw - 100 full text items for appendectomy11.rtf,46,"FREDERICK N.,1 Plaintiff,
v.
Frank J. BISIGNANO,2 Commissioner of Social Security, Defendant.",2025 WL 2896506,2026,66536
westlaw_100_full_text_items_for_appendectomy11_0047,Westlaw - 100 full text items for appendectomy11.rtf,47,"Elva MANDOKI, Plaintiff,
v.
CARSON–TAHOE REGIONAL MEDICAL CENTER, Defendant.",2012 WL 5465829,2026,32021
westlaw_100_full_text_items_for_appendectomy11_0048,Westlaw - 100 full text items for appendectomy11.rtf,48,"Cortney KAISER, individually, and as mother and next friend of C.B., a minor, Plaintiff,
v.
The MONROE CLINIC, INC., James J. Ehle, and Wisconsin Injured Patients and Families Compensation Fund, Defendants.",2020 WL 4364179,2026,80621
westlaw_100_full_text_items_for_appendectomy11_0049,Westlaw - 100 full text items for appendectomy11.rtf,49,"Jennifer Lynn BERRY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 106370,2026,70702
westlaw_100_full_text_items_for_appendectomy11_0050,Westlaw - 100 full text items for appendectomy11.rtf,50,"Distinguished by Russell v. U.S., Fed.Cir., May 15, 2003",50 Fed.Cl. 674,2026,104140
westlaw_100_full_text_items_for_appendectomy11_0051,Westlaw - 100 full text items for appendectomy11.rtf,51,"Distinguished by Ramos v. Secretary of Health and Human Services, Fed.Cl., June 3, 2024",2017 WL 6887368,2026,100112
westlaw_100_full_text_items_for_appendectomy11_0052,Westlaw - 100 full text items for appendectomy11.rtf,52,"Shirley Jane MILLER, Plaintiff,
v.
COMMISSIONER of Social Security, Defendant.",2015 WL 1510972,2026,37370
westlaw_100_full_text_items_for_appendectomy11_0053,Westlaw - 100 full text items for appendectomy11.rtf,53,"Cara L. SYLVESTER, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2011 WL 13593223,2026,67954
westlaw_100_full_text_items_for_appendectomy11_0054,Westlaw - 100 full text items for appendectomy11.rtf,54,"Michael J. BETTUCCIO, Plaintiff,
v.
Carolyn W. COLVIN, Commissioner of Social Security, Defendant.",2013 WL 3188165,2026,73080
westlaw_100_full_text_items_for_appendectomy11_0055,Westlaw - 100 full text items for appendectomy11.rtf,55,"Mariann S. MASHBURN, et al., Plaintiffs,
v.
NATIONAL HEALTHCARE, INC., a corporation; et al., Defendants.",684 F.Supp. 679,2026,97648
westlaw_100_full_text_items_for_appendectomy11_0056,Westlaw - 100 full text items for appendectomy11.rtf,56,"Shateek Amin BILAL, Plaintiff,
v.
NEW YORK STATE DEPARTMENT OF CORRECTIONS, et al., Defendants.",2010 WL 2506988,2026,78292
westlaw_100_full_text_items_for_appendectomy11_0057,Westlaw - 100 full text items for appendectomy11.rtf,57,"LISA D.,1 Plaintiff,
v.
Andrew SAUL, Commissioner of Social Security, Defendant.",2020 WL 2067427,2026,57951
westlaw_100_full_text_items_for_appendectomy11_0058,Westlaw - 100 full text items for appendectomy11.rtf,58,"Denzil Louis DAVIS, Jr., Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2017 WL 3326769,2026,96478
westlaw_100_full_text_items_for_appendectomy11_0059,Westlaw - 100 full text items for appendectomy11.rtf,59,"Sandra Gail CARRIN, as the Personal Representative of the Estate of Raymond Marshall Carrin, Plaintiff,
v.
Shauna Marie SMILEDGE, Joseph Jimenez, MD, and Paul Rolston, Defendants.",2024 WL 1298027,2026,59482
westlaw_100_full_text_items_for_appendectomy11_0060,Westlaw - 100 full text items for appendectomy11.rtf,60,"Ronald STANDOWSKI, Plaintiff,
v.
Carolyn C. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 404659,2026,66860
westlaw_100_full_text_items_for_appendectomy11_0061,Westlaw - 100 full text items for appendectomy11.rtf,61,"Francisco Javier RAMOS, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 1469858,2026,48394
westlaw_100_full_text_items_for_appendectomy11_0062,Westlaw - 100 full text items for appendectomy11.rtf,62,"James E. GILMAN, Plaintiff,
v.
CORIZON MEDICAL SERVICES, et al., Defendants.",2019 WL 3936725,2026,50189
westlaw_100_full_text_items_for_appendectomy11_0063,Westlaw - 100 full text items for appendectomy11.rtf,63,"Declined to Follow by Portlock v. Barnhart, D.Del., June 24, 2002",114 F.Supp.2d 465,2026,51347
westlaw_100_full_text_items_for_appendectomy11_0064,Westlaw - 100 full text items for appendectomy11.rtf,64,"Johanna D. AMIS, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 3040265,2026,68894
westlaw_100_full_text_items_for_appendectomy11_0065,Westlaw - 100 full text items for appendectomy11.rtf,65,"Affirmed in Part, Reversed in Part and Remanded by Estate of Majors v. Gerlach, 6th Cir.(Mich.), July 28, 2020",2019 WL 1242778,2026,52012
westlaw_100_full_text_items_for_appendectomy11_0066,Westlaw - 100 full text items for appendectomy11.rtf,66,"Sandra Gail CARRIN, as the Personal Representative of the Estate of Raymond Marshall Carrin, Plaintiff,
v.
Shauna Marie SMILEDGE, Joseph Jimenez, MD, and Paul Rolston, Defendants.",2024 WL 1298134,2026,62026
westlaw_100_full_text_items_for_appendectomy11_0067,Westlaw - 100 full text items for appendectomy11.rtf,67,"Franklin B. WENDT, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security Administration Defendant.",2015 WL 4730180,2026,60872
westlaw_100_full_text_items_for_appendectomy11_0068,Westlaw - 100 full text items for appendectomy11.rtf,68,"Lisa Marie BENEDICT, Plaintiff,
v.
Andrew SAUL, Commissioner of Social Security, Defendant.",2020 WL 6083632,2026,74336
westlaw_100_full_text_items_for_appendectomy11_0069,Westlaw - 100 full text items for appendectomy11.rtf,69,"RAYMOND W. BEVINS
v.
THE UNITED STATES",166 Ct.Cl. 547,2026,106869
westlaw_100_full_text_items_for_appendectomy11_0070,Westlaw - 100 full text items for appendectomy11.rtf,70,"Lindy SELLS, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2025 WL 551602,2026,112062
westlaw_100_full_text_items_for_appendectomy11_0071,Westlaw - 100 full text items for appendectomy11.rtf,71,"Jean DENIS, Plaintiff,
v.
N.Y.S. DEPARTMENT OF CORRECTIONAL SERVICES, et al., Defendants.",2006 WL 217926,2026,94515
westlaw_100_full_text_items_for_appendectomy11_0072,Westlaw - 100 full text items for appendectomy11.rtf,72,"Amended and Superseded by Cowher v. Pike County Correctional Facility, M.D.Pa., July 23, 2019",2019 WL 3240232,2026,65888
westlaw_100_full_text_items_for_appendectomy11_0073,Westlaw - 100 full text items for appendectomy11.rtf,73,"Distinguished by Mayo Clinic v. United States, 8th Cir.(Minn.), July 25, 2025",113 T.C. 47,2026,124253
westlaw_100_full_text_items_for_appendectomy11_0074,Westlaw - 100 full text items for appendectomy11.rtf,74,"Myron COWHER, Plaintiff,
v.
PIKE COUNTY CORRECTIONAL FACILITY, et al., Defendants.",2019 WL 3302415,2026,65588
westlaw_100_full_text_items_for_appendectomy11_0075,Westlaw - 100 full text items for appendectomy11.rtf,75,"Kari E. GREEN, Plaintiff,
v.
Andrew SAUL, Commissioner of Social Security, Defendant.",519 F.Supp.3d 478,2026,65208
westlaw_100_full_text_items_for_appendectomy11_0076,Westlaw - 100 full text items for appendectomy11.rtf,76,"Roger A. SCHWER, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant.",2017 WL 6375797,2026,54237
westlaw_100_full_text_items_for_appendectomy11_0077,Westlaw - 100 full text items for appendectomy11.rtf,77,"Max FIFIELD Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of the Social Security Administration Defendant.",2017 WL 5495696,2026,73850
westlaw_100_full_text_items_for_appendectomy11_0078,Westlaw - 100 full text items for appendectomy11.rtf,78,"Jerri A. COURTNEY, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 249344,2026,63004
westlaw_100_full_text_items_for_appendectomy11_0079,Westlaw - 100 full text items for appendectomy11.rtf,79,"W.A., M.S., Individually and on behalf of W.E., Plaintiffs-Counter-Defendants-Appellees-Cross-Appellants,
v.
HENDRICK HUDSON CENTRAL SCHOOL DISTRICT, Defendant-Counter-Claimant-Appellant-Cross-Appellee.†",927 F.3d 126,2026,86887
westlaw_100_full_text_items_for_appendectomy11_0080,Westlaw - 100 full text items for appendectomy11.rtf,80,"Susan YOUNG, Plaintiff,
v.
AETNA LIFE INSURANCE COMPANY and Children’s Hospital Boston Group Long Term Disability Plan, Defendant.",146 F.Supp.3d 313,2026,86192
westlaw_100_full_text_items_for_appendectomy11_0081,Westlaw - 100 full text items for appendectomy11.rtf,81,"Distinguished by McClurkin v. Saul, D.Hawai’i, January 21, 2020",2019 WL 2719411,2026,79500
westlaw_100_full_text_items_for_appendectomy11_0082,Westlaw - 100 full text items for appendectomy11.rtf,82,"Johanna ORTEGA, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2017 WL 2334228,2026,98536
westlaw_100_full_text_items_for_appendectomy11_0083,Westlaw - 100 full text items for appendectomy11.rtf,83,"Barbara BILLER, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 3239389,2026,107643
westlaw_100_full_text_items_for_appendectomy11_0084,Westlaw - 100 full text items for appendectomy11.rtf,84,"Distinguished by Jeremy M. v. Berryhill, D.R.I., May 26, 2017",2013 WL 1245455,2026,118500
westlaw_100_full_text_items_for_appendectomy11_0085,Westlaw - 100 full text items for appendectomy11.rtf,85,,745 F.Supp.3d 869,2026,165479
westlaw_100_full_text_items_for_appendectomy11_0086,Westlaw - 100 full text items for appendectomy11.rtf,86,,1995 WL 241937,2026,118710
westlaw_100_full_text_items_for_appendectomy11_0087,Westlaw - 100 full text items for appendectomy11.rtf,87,"Rachelle H. JONES, Plaintiff,
v.
Michael J ASTRUE, Defendant.",2015 WL 364364,2026,56654
westlaw_100_full_text_items_for_appendectomy11_0088,Westlaw - 100 full text items for appendectomy11.rtf,88,"UNITED STATES of America, Plaintiff,
v.
Hannah C. DUGAN, Defendant.",797 F.Supp.3d 855,2026,144133
westlaw_100_full_text_items_for_appendectomy11_0089,Westlaw - 100 full text items for appendectomy11.rtf,89,"Kelly David RICE, Plaintiff,
v.
Andrew SAUL, Commissioner of Social Security Defendant.",2020 WL 9849781,2026,75536
westlaw_100_full_text_items_for_appendectomy11_0090,Westlaw - 100 full text items for appendectomy11.rtf,90,"Harold BOTTGER et al., Plaintiffs,
v.
KING RESOURCES COMPANY, a Maine Corporation, et al., Defendants.",420 F.Supp. 610,2026,122989
westlaw_100_full_text_items_for_appendectomy11_0091,Westlaw - 100 full text items for appendectomy11.rtf,91,"Disagreed With by Poe by and through Poe v. Labrador, D.Idaho, December 26, 2023",2023 WL 4232308,2026,198373
